username,full_text,Full Text,Case Folding,Text Cleaning,Tokenizing,Normalization,Stemming,Text Filtering,polarity_score,sentimen
umbuster,@sikcool @PartaiSocmed Iya kan? Biasanya yang golput itu paslonnya harus ada yang spek malaikat gitu. Bersih tanpa noda. Padahal kalo dalam politik gak boleh senaif itu kan ya wkwkwk,@sikcool @PartaiSocmed Iya kan? Biasanya yang golput itu paslonnya harus ada yang spek malaikat gitu. Bersih tanpa noda. Padahal kalo dalam politik gak boleh senaif itu kan ya wkwkwk,@sikcool @partaisocmed iya kan? biasanya yang golput itu paslonnya harus ada yang spek malaikat gitu. bersih tanpa noda. padahal kalo dalam politik gak boleh senaif itu kan ya wkwkwk,iya kan biasanya yang golput itu paslonnya harus ada yang spek malaikat gitu bersih tanpa noda padahal kalo dalam politik gak boleh senaif itu kan ya wkwkwk,"['iya', 'kan', 'biasanya', 'yang', 'golput', 'itu', 'paslonnya', 'harus', 'ada', 'yang', 'spek', 'malaikat', 'gitu', 'bersih', 'tanpa', 'noda', 'padahal', 'kalo', 'dalam', 'politik', 'gak', 'boleh', 'senaif', 'itu', 'kan', 'ya', 'wkwkwk']","['iya', 'kan', 'biasanya', 'yang', 'golput', 'itu', 'paslonnya', 'harus', 'ada', 'yang', 'spek', 'malaikat', 'begitu', 'bersih', 'tanpa', 'noda', 'padahal', 'kalo', 'dalam', 'politik', 'enggak', 'boleh', 'senaif', 'itu', 'kan', 'iya', 'wkwkwk']","['iya', 'kan', 'biasa', 'yang', 'golput', 'itu', 'paslonnya', 'harus', 'ada', 'yang', 'spek', 'malaikat', 'begitu', 'bersih', 'tanpa', 'noda', 'padahal', 'kalo', 'dalam', 'politik', 'enggak', 'boleh', 'naif', 'itu', 'kan', 'iya', 'wkwkwk']","['biasa', 'golput', 'paslonnya', 'spek', 'malaikat', 'bersih', 'tanpa', 'noda', 'padahal', 'kalo', 'politik', 'enggak', 'naif', 'wkwkwk']",-1.0,negatif
hahasahahaha,@convomfs Ini relate gue sm suami beda pilihan jd setiap bahas capres pasti gk sependapat trs jd misal nemu fakta kl dibahas pasti gue yang ngalah karna gamau ribut grgr capres tapi kadang jengkel juga dia ini gak bisa diajak berargumen yang cerdas dia golput btw,@convomfs Ini relate gue sm suami beda pilihan jd setiap bahas capres pasti gk sependapat trs jd misal nemu fakta kl dibahas pasti gue yang ngalah karna gamau ribut grgr capres tapi kadang jengkel juga dia ini gak bisa diajak berargumen yang cerdas dia golput btw,@convomfs ini relate gue sm suami beda pilihan jd setiap bahas capres pasti gk sependapat trs jd misal nemu fakta kl dibahas pasti gue yang ngalah karna gamau ribut grgr capres tapi kadang jengkel juga dia ini gak bisa diajak berargumen yang cerdas dia golput btw,ini relate gue sm suami beda pilihan jd setiap bahas capres pasti gk sependapat trs jd misal nemu fakta kl dibahas pasti gue yang ngalah karna gamau ribut grgr capres tapi kadang jengkel juga dia ini gak bisa diajak berargumen yang cerdas dia golput btw,"['ini', 'relate', 'gue', 'sm', 'suami', 'beda', 'pilihan', 'jd', 'setiap', 'bahas', 'capres', 'pasti', 'gk', 'sependapat', 'trs', 'jd', 'misal', 'nemu', 'fakta', 'kl', 'dibahas', 'pasti', 'gue', 'yang', 'ngalah', 'karna', 'gamau', 'ribut', 'grgr', 'capres', 'tapi', 'kadang', 'jengkel', 'juga', 'dia', 'ini', 'gak', 'bisa', 'diajak', 'berargumen', 'yang', 'cerdas', 'dia', 'golput', 'btw']","['ini', 'relate', 'saya', 'sama', 'suami', 'beda', 'pilihan', 'jadi', 'setiap', 'bahas', 'capres', 'pasti', 'tidak', 'sependapat', 'terus', 'jadi', 'misal', 'nemu', 'fakta', 'kalau', 'dibahas', 'pasti', 'saya', 'yang', 'mengalah', 'karena', 'enggak mau', 'ribut', 'gara-gara', 'capres', 'tapi', 'kadang', 'jengkel', 'juga', 'dia', 'ini', 'enggak', 'bisa', 'diajak', 'berargumen', 'yang', 'cerdas', 'dia', 'golput', 'btw']","['ini', 'relate', 'saya', 'sama', 'suami', 'beda', 'pilih', 'jadi', 'tiap', 'bahas', 'capres', 'pasti', 'tidak', 'dapat', 'terus', 'jadi', 'misal', 'nemu', 'fakta', 'kalau', 'bahas', 'pasti', 'saya', 'yang', 'kalah', 'karena', 'enggak mau', 'ribut', 'gara-gara', 'capres', 'tapi', 'kadang', 'jengkel', 'juga', 'dia', 'ini', 'enggak', 'bisa', 'ajak', 'argumen', 'yang', 'cerdas', 'dia', 'golput', 'btw']","['relate', 'suami', 'beda', 'pilih', 'tiap', 'bahas', 'capres', 'tidak', 'terus', 'misal', 'nemu', 'fakta', 'kalau', 'bahas', 'kalah', 'enggak mau', 'ribut', 'gara-gara', 'capres', 'kadang', 'jengkel', 'enggak', 'ajak', 'argumen', 'cerdas', 'golput', 'btw']",-2.2,negatif
LisaKnows3,@AraituLaki Hehe..fenomena unik 2024 memang sih. Netral atau golput padahal.. ,@AraituLaki Hehe..fenomena unik 2024 memang sih. Netral atau golput padahal.. ,@araitulaki hehe..fenomena unik 2024 memang sih. netral atau golput padahal.. ,hehefenomena unik memang sih netral atau golput padahal,"['hehefenomena', 'unik', 'memang', 'sih', 'netral', 'atau', 'golput', 'padahal']","['hehefenomena', 'unik', 'memang', 'sih', 'netral', 'atau', 'golput', 'padahal']","['hehefenomena', 'unik', 'memang', 'sih', 'netral', 'atau', 'golput', 'padahal']","['hehefenomena', 'unik', 'memang', 'netral', 'golput', 'padahal']",3.0,positif
haruomi_chisei,Double standard at it's finest. Asli aku nyesel coblosan kemaren gaada yg ok harusnya aku golput ajadeh.,Double standard at it's finest. Asli aku nyesel coblosan kemaren gaada yg ok harusnya aku golput ajadeh.,double standard at it's finest. asli aku nyesel coblosan kemaren gaada yg ok harusnya aku golput ajadeh.,double standard at its finest asli aku nyesel coblosan kemaren gaada yg ok harusnya aku golput ajadeh,"['double', 'standard', 'at', 'its', 'finest', 'asli', 'aku', 'nyesel', 'coblosan', 'kemaren', 'gaada', 'yg', 'ok', 'harusnya', 'aku', 'golput', 'ajadeh']","['double', 'standard', 'at', 'its', 'finest', 'asli', 'saya', 'menyesal', 'coblosan', 'kemarin', 'enggak ada', 'yang', 'ok', 'harusnya', 'saya', 'golput', 'ajadeh']","['double', 'standard', 'at', 'its', 'finest', 'asli', 'saya', 'sesal', 'coblos', 'kemarin', 'enggak ada', 'yang', 'ok', 'harus', 'saya', 'golput', 'ajadeh']","['double', 'standard', 'at', 'its', 'finest', 'asli', 'sesal', 'coblos', 'kemarin', 'enggak ada', 'golput', 'ajadeh']",1.0,positif
butuhdopamine,Apa cuma gua doang ya yang tenang karna golput temen jadi pada paranoid gara jadi pemilih paslon,Apa cuma gua doang ya yang tenang karna golput temen jadi pada paranoid gara jadi pemilih paslon,apa cuma gua doang ya yang tenang karna golput temen jadi pada paranoid gara jadi pemilih paslon,apa cuma gua doang ya yang tenang karna golput temen jadi pada paranoid gara jadi pemilih paslon,"['apa', 'cuma', 'gua', 'doang', 'ya', 'yang', 'tenang', 'karna', 'golput', 'temen', 'jadi', 'pada', 'paranoid', 'gara', 'jadi', 'pemilih', 'paslon']","['apa', 'cuma', 'gua', 'doang', 'iya', 'yang', 'tenang', 'karena', 'golput', 'teman', 'jadi', 'pada', 'paranoid', 'gara', 'jadi', 'pemilih', 'paslon']","['apa', 'cuma', 'gua', 'doang', 'iya', 'yang', 'tenang', 'karena', 'golput', 'teman', 'jadi', 'pada', 'paranoid', 'gara', 'jadi', 'pilih', 'paslon']","['gua', 'doang', 'tenang', 'golput', 'teman', 'paranoid', 'gara', 'pilih', 'paslon']",-1.0,negatif
z___vyi,@bagusjovijovich pribadi dari awal 01 02 udh ga tertarik dan niatnya pgn dominan ke 03 persis ada Prof mahfud alesannya kek diatas. krn backup-annya RED Bull. yaudah perang batin mutuskan Golput. alhasil nyolok ke tiganya dibalik bilik suara.,@bagusjovijovich pribadi dari awal 01 02 udh ga tertarik dan niatnya pgn dominan ke 03 persis ada Prof mahfud alesannya kek diatas. krn backup-annya RED Bull. yaudah perang batin mutuskan Golput. alhasil nyolok ke tiganya dibalik bilik suara.,@bagusjovijovich pribadi dari awal 01 02 udh ga tertarik dan niatnya pgn dominan ke 03 persis ada prof mahfud alesannya kek diatas. krn backup-annya red bull. yaudah perang batin mutuskan golput. alhasil nyolok ke tiganya dibalik bilik suara.,pribadi dari awal udh ga tertarik dan niatnya pgn dominan ke persis ada prof mahfud alesannya kek diatas krn backupannya red bull yaudah perang batin mutuskan golput alhasil nyolok ke tiganya dibalik bilik suara,"['pribadi', 'dari', 'awal', 'udh', 'ga', 'tertarik', 'dan', 'niatnya', 'pgn', 'dominan', 'ke', 'persis', 'ada', 'prof', 'mahfud', 'alesannya', 'kek', 'diatas', 'krn', 'backupannya', 'red', 'bull', 'yaudah', 'perang', 'batin', 'mutuskan', 'golput', 'alhasil', 'nyolok', 'ke', 'tiganya', 'dibalik', 'bilik', 'suara']","['pribadi', 'dari', 'awal', 'sudah', 'tidak', 'tertarik', 'dan', 'niatnya', 'pengin', 'dominan', 'ke', 'persis', 'ada', 'prof', 'mahfud', 'alesannya', 'kayak', 'diatas', 'karena', 'backupannya', 'red', 'bull', 'yaudah', 'perang', 'batin', 'mutuskan', 'golput', 'alhasil', 'nyolok', 'ke', 'tiganya', 'dibalik', 'bilik', 'suara']","['pribadi', 'dari', 'awal', 'sudah', 'tidak', 'tarik', 'dan', 'niat', 'pengin', 'dominan', 'ke', 'persis', 'ada', 'prof', 'mahfud', 'alesannya', 'kayak', 'atas', 'karena', 'backupannya', 'red', 'bull', 'yaudah', 'perang', 'batin', 'mutuskan', 'golput', 'alhasil', 'nyolok', 'ke', 'tiga', 'balik', 'bilik', 'suara']","['pribadi', 'awal', 'tidak', 'tarik', 'niat', 'pengin', 'dominan', 'persis', 'prof', 'mahfud', 'alesannya', 'kayak', 'atas', 'backupannya', 'red', 'bull', 'yaudah', 'perang', 'batin', 'mutuskan', 'golput', 'alhasil', 'nyolok', 'tiga', 'balik', 'bilik', 'suara']",-1.2,negatif
amerikwak,@myhachima @veenarooth Loh dia kan presiden indonesia semua berhak nagih lah yang golput aja juga berhak nagih kok,@myhachima @veenarooth Loh dia kan presiden indonesia semua berhak nagih lah yang golput aja juga berhak nagih kok,@myhachima @veenarooth loh dia kan presiden indonesia semua berhak nagih lah yang golput aja juga berhak nagih kok,loh dia kan presiden indonesia semua berhak nagih lah yang golput aja juga berhak nagih kok,"['loh', 'dia', 'kan', 'presiden', 'indonesia', 'semua', 'berhak', 'nagih', 'lah', 'yang', 'golput', 'aja', 'juga', 'berhak', 'nagih', 'kok']","['loh', 'dia', 'kan', 'presiden', 'indonesia', 'semua', 'berhak', 'nagih', 'lah', 'yang', 'golput', 'saja', 'juga', 'berhak', 'nagih', 'kok']","['loh', 'dia', 'kan', 'presiden', 'indonesia', 'semua', 'hak', 'nagih', 'lah', 'yang', 'golput', 'saja', 'juga', 'hak', 'nagih', 'kok']","['loh', 'presiden', 'indonesia', 'semua', 'hak', 'nagih', 'lah', 'golput', 'hak', 'nagih', 'kok']",3.0,positif
ciiciiiitcuuit,@gendut71teng2 @Ilustrator23 dr tampang lu dah ketahuan PKS.. PKS mana golput ,@gendut71teng2 @Ilustrator23 dr tampang lu dah ketahuan PKS.. PKS mana golput ,@gendut71teng2 @ilustrator23 dr tampang lu dah ketahuan pks.. pks mana golput ,dr tampang lu dah ketahuan pks pks mana golput,"['dr', 'tampang', 'lu', 'dah', 'ketahuan', 'pks', 'pks', 'mana', 'golput']","['dari', 'tampang', 'lu', 'deh', 'ketahuan', 'pks', 'pks', 'mana', 'golput']","['dari', 'tampang', 'lu', 'deh', 'tahu', 'pks', 'pks', 'mana', 'golput']","['tampang', 'deh', 'tahu', 'pks', 'pks', 'mana', 'golput']",1.0,positif
Bims_D_Boy,@daeng_embang Udah bener elu bang Golput ,@daeng_embang Udah bener elu bang Golput ,@daeng_embang udah bener elu bang golput ,udah bener elu bang golput,"['udah', 'bener', 'elu', 'bang', 'golput']","['sudah', 'benar', 'lu', 'bang', 'golput']","['sudah', 'benar', 'lu', 'bang', 'golput']","['benar', 'bang', 'golput']",2.0,positif
milan_always58,@detikcom Karena aa raffi pernah disuapin sm pa anies. Atw bs jg mngkn malah golput krna bingung akhrnya paka baju putih.,@detikcom Karena aa raffi pernah disuapin sm pa anies. Atw bs jg mngkn malah golput krna bingung akhrnya paka baju putih.,@detikcom karena aa raffi pernah disuapin sm pa anies. atw bs jg mngkn malah golput krna bingung akhrnya paka baju putih.,karena aa raffi pernah disuapin sm pa anies atw bs jg mngkn malah golput krna bingung akhrnya paka baju putih,"['karena', 'aa', 'raffi', 'pernah', 'disuapin', 'sm', 'pa', 'anies', 'atw', 'bs', 'jg', 'mngkn', 'malah', 'golput', 'krna', 'bingung', 'akhrnya', 'paka', 'baju', 'putih']","['karena', 'aa', 'raffi', 'pernah', 'disuapin', 'sama', 'apa', 'anies', 'atau', 'bisa', 'juga', 'mngkn', 'malah', 'golput', 'karena', 'bingung', 'akhrnya', 'paka', 'baju', 'putih']","['karena', 'aa', 'raffi', 'pernah', 'disuapin', 'sama', 'apa', 'anies', 'atau', 'bisa', 'juga', 'mngkn', 'malah', 'golput', 'karena', 'bingung', 'akhrnya', 'paka', 'baju', 'putih']","['aa', 'raffi', 'pernah', 'disuapin', 'anies', 'mngkn', 'malah', 'golput', 'bingung', 'akhrnya', 'paka', 'baju', 'putih']",0.0,netral
Ahliwaris321,@Fahrihamzah 66 % jumlah perolehan suara ngga nyampe 100 jt dt 204 jt dpt. Apa ngga ngeri GOLPUT. ,@Fahrihamzah 66 % jumlah perolehan suara ngga nyampe 100 jt dt 204 jt dpt. Apa ngga ngeri GOLPUT. ,@fahrihamzah 66 % jumlah perolehan suara ngga nyampe 100 jt dt 204 jt dpt. apa ngga ngeri golput. ,jumlah perolehan suara ngga nyampe jt dt jt dpt apa ngga ngeri golput,"['jumlah', 'perolehan', 'suara', 'ngga', 'nyampe', 'jt', 'dt', 'jt', 'dpt', 'apa', 'ngga', 'ngeri', 'golput']","['jumlah', 'perolehan', 'suara', 'tidak', 'sampai', 'juta', 'dt', 'juta', 'dapat', 'apa', 'tidak', 'ngeri', 'golput']","['jumlah', 'oleh', 'suara', 'tidak', 'sampai', 'juta', 'dt', 'juta', 'dapat', 'apa', 'tidak', 'ngeri', 'golput']","['jumlah', 'suara', 'tidak', 'juta', 'dt', 'juta', 'tidak', 'ngeri', 'golput']",-1.4,negatif
Arni_Girsang,@lemmealive_ @syahsyaraf @aewin86 Sy Golput kak karena berharap 2 putaran. 1 putaran rasanya terlalu cepat untuk menilai karakter Capres yg akan sy dukung. Tapi sy dukung Capres siapapun kecuali Anies. #sikap,@lemmealive_ @syahsyaraf @aewin86 Sy Golput kak karena berharap 2 putaran. 1 putaran rasanya terlalu cepat untuk menilai karakter Capres yg akan sy dukung. Tapi sy dukung Capres siapapun kecuali Anies. #sikap,@lemmealive_ @syahsyaraf @aewin86 sy golput kak karena berharap 2 putaran. 1 putaran rasanya terlalu cepat untuk menilai karakter capres yg akan sy dukung. tapi sy dukung capres siapapun kecuali anies. #sikap,sy golput kak karena berharap putaran putaran rasanya terlalu cepat untuk menilai karakter capres yg akan sy dukung tapi sy dukung capres siapapun kecuali anies sikap,"['sy', 'golput', 'kak', 'karena', 'berharap', 'putaran', 'putaran', 'rasanya', 'terlalu', 'cepat', 'untuk', 'menilai', 'karakter', 'capres', 'yg', 'akan', 'sy', 'dukung', 'tapi', 'sy', 'dukung', 'capres', 'siapapun', 'kecuali', 'anies', 'sikap']","['saya', 'golput', 'kak', 'karena', 'berharap', 'putaran', 'putaran', 'rasanya', 'terlalu', 'cepat', 'untuk', 'menilai', 'karakter', 'capres', 'yang', 'akan', 'saya', 'dukung', 'tapi', 'saya', 'dukung', 'capres', 'siapapun', 'kecuali', 'anies', 'sikap']","['saya', 'golput', 'kak', 'karena', 'harap', 'putar', 'putar', 'rasa', 'terlalu', 'cepat', 'untuk', 'nilai', 'karakter', 'capres', 'yang', 'akan', 'saya', 'dukung', 'tapi', 'saya', 'dukung', 'capres', 'siapa', 'kecuali', 'anies', 'sikap']","['golput', 'kak', 'harap', 'putar', 'putar', 'rasa', 'terlalu', 'cepat', 'nilai', 'karakter', 'capres', 'dukung', 'dukung', 'capres', 'siapa', 'anies', 'sikap']",0.0,netral
DiestaChan,@DS_yantie @jokowi @psi_id Atur aja ngapain pakai dipilih rakyat,@DS_yantie @jokowi @psi_id Atur aja ngapain pakai dipilih rakyat,@ds_yantie @jokowi @psi_id atur aja ngapain pakai dipilih rakyat,atur aja ngapain pakai dipilih rakyat,"['atur', 'aja', 'ngapain', 'pakai', 'dipilih', 'rakyat']","['atur', 'saja', 'mengapai', 'pakai', 'dipilih', 'rakyat']","['atur', 'saja', 'kapai', 'pakai', 'pilih', 'rakyat']","['atur', 'kapai', 'pakai', 'pilih', 'rakyat']",-1.0,negatif
Ahliwaris321,@Fahrihamzah Pemenang nya GOLPUT.,@Fahrihamzah Pemenang nya GOLPUT.,@fahrihamzah pemenang nya golput.,pemenang nya golput,"['pemenang', 'nya', 'golput']","['pemenang', 'nya', 'golput']","['menang', 'nya', 'golput']","['menang', 'nya', 'golput']",2.0,positif
m_hayatun,@IMCMushroom Seharusnya bertanggung jawab bukan hanya minta maaf golput saja bisa dipindanakan shrsnya org ini juga harus dipidanakan,@IMCMushroom Seharusnya bertanggung jawab bukan hanya minta maaf golput saja bisa dipindanakan shrsnya org ini juga harus dipidanakan,@imcmushroom seharusnya bertanggung jawab bukan hanya minta maaf golput saja bisa dipindanakan shrsnya org ini juga harus dipidanakan,seharusnya bertanggung jawab bukan hanya minta maaf golput saja bisa dipindanakan shrsnya org ini juga harus dipidanakan,"['seharusnya', 'bertanggung', 'jawab', 'bukan', 'hanya', 'minta', 'maaf', 'golput', 'saja', 'bisa', 'dipindanakan', 'shrsnya', 'org', 'ini', 'juga', 'harus', 'dipidanakan']","['seharusnya', 'bertanggung', 'jawab', 'bukan', 'hanya', 'meminta', 'maaf', 'golput', 'saja', 'bisa', 'dipindanakan', 'shrsnya', 'orang', 'ini', 'juga', 'harus', 'dipidanakan']","['harus', 'tanggung', 'jawab', 'bukan', 'hanya', 'minta', 'maaf', 'golput', 'saja', 'bisa', 'dipindanakan', 'shrsnya', 'orang', 'ini', 'juga', 'harus', 'pidana']","['tanggung', 'jawab', 'bukan', 'minta', 'maaf', 'golput', 'dipindanakan', 'shrsnya', 'orang', 'pidana']",0.8,positif
DiestaChan,@Mdy_Asmara1701 Ya bayangkan aja sejak 14 februari ada suara paslon yg angka nya stabil di 55-58 secara algoritma tersetting menyesuaikan,@Mdy_Asmara1701 Ya bayangkan aja sejak 14 februari ada suara paslon yg angka nya stabil di 55-58 secara algoritma tersetting menyesuaikan,@mdy_asmara1701 ya bayangkan aja sejak 14 februari ada suara paslon yg angka nya stabil di 55-58 secara algoritma tersetting menyesuaikan,ya bayangkan aja sejak februari ada suara paslon yg angka nya stabil di secara algoritma tersetting menyesuaikan,"['ya', 'bayangkan', 'aja', 'sejak', 'februari', 'ada', 'suara', 'paslon', 'yg', 'angka', 'nya', 'stabil', 'di', 'secara', 'algoritma', 'tersetting', 'menyesuaikan']","['iya', 'bayangkan', 'saja', 'sejak', 'februari', 'ada', 'suara', 'paslon', 'yang', 'angka', 'nya', 'stabil', 'di', 'secara', 'algoritma', 'tersetting', 'menyesuaikan']","['iya', 'bayang', 'saja', 'sejak', 'februari', 'ada', 'suara', 'paslon', 'yang', 'angka', 'nya', 'stabil', 'di', 'cara', 'algoritma', 'tersetting', 'sesuai']","['bayang', 'sejak', 'februari', 'suara', 'paslon', 'angka', 'nya', 'stabil', 'cara', 'algoritma', 'tersetting', 'sesuai']",0.0,netral
Hanwen98780070,@IrdhiansyahSS @tvOneNews Klo beneran mau @aniesbaswedan 2029 sy sekeluarga besar akan golput,@IrdhiansyahSS @tvOneNews Klo beneran mau @aniesbaswedan 2029 sy sekeluarga besar akan golput,@irdhiansyahss @tvonenews klo beneran mau @aniesbaswedan 2029 sy sekeluarga besar akan golput,klo beneran mau sy sekeluarga besar akan golput,"['klo', 'beneran', 'mau', 'sy', 'sekeluarga', 'besar', 'akan', 'golput']","['kalau', 'benaran', 'mau', 'saya', 'sekeluarga', 'besar', 'akan', 'golput']","['kalau', 'benar', 'mau', 'saya', 'keluarga', 'besar', 'akan', 'golput']","['kalau', 'benar', 'mau', 'keluarga', 'besar', 'golput']",3.0,positif
3rwin__34,@D_a1ft @Wienarko31 @RMLPas @PDI_Perjuangan Fakta nya menang soal persentase nya turun semua partai juga turun artinya banyak yg tdk setuju dgn manuver jokowi di pemilu ini dan memilih golput.,@D_a1ft @Wienarko31 @RMLPas @PDI_Perjuangan Fakta nya menang soal persentase nya turun semua partai juga turun artinya banyak yg tdk setuju dgn manuver jokowi di pemilu ini dan memilih golput.,@d_a1ft @wienarko31 @rmlpas @pdi_perjuangan fakta nya menang soal persentase nya turun semua partai juga turun artinya banyak yg tdk setuju dgn manuver jokowi di pemilu ini dan memilih golput.,fakta nya menang soal persentase nya turun semua partai juga turun artinya banyak yg tdk setuju dgn manuver jokowi di pemilu ini dan memilih golput,"['fakta', 'nya', 'menang', 'soal', 'persentase', 'nya', 'turun', 'semua', 'partai', 'juga', 'turun', 'artinya', 'banyak', 'yg', 'tdk', 'setuju', 'dgn', 'manuver', 'jokowi', 'di', 'pemilu', 'ini', 'dan', 'memilih', 'golput']","['fakta', 'nya', 'menang', 'soal', 'persentase', 'nya', 'turun', 'semua', 'partai', 'juga', 'turun', 'artinya', 'banyak', 'yang', 'tidak', 'setuju', 'dengan', 'manuver', 'jokowi', 'di', 'pemilu', 'ini', 'dan', 'memilih', 'golput']","['fakta', 'nya', 'menang', 'soal', 'persentase', 'nya', 'turun', 'semua', 'partai', 'juga', 'turun', 'arti', 'banyak', 'yang', 'tidak', 'tuju', 'dengan', 'manuver', 'jokowi', 'di', 'milu', 'ini', 'dan', 'pilih', 'golput']","['fakta', 'nya', 'menang', 'soal', 'persentase', 'nya', 'turun', 'semua', 'partai', 'turun', 'arti', 'banyak', 'tidak', 'tuju', 'manuver', 'jokowi', 'pemilu', 'pilih', 'golput']",1.8,positif
DiestaChan,@Dhita_Soedibjo Fakkktaaaa bangeeetttssss,@Dhita_Soedibjo Fakkktaaaa bangeeetttssss,@dhita_soedibjo fakkktaaaa bangeeetttssss,fakkktaaaa bangeeetttssss,"['fakkktaaaa', 'bangeeetttssss']","['fakkktaaaa', 'bangeeetttssss']","['fakkktaaaa', 'bangeeetttssss']","['fakkktaaaa', 'bangeeetttssss']",0.0,netral
UmmSyira,@Davin_123456 @NenkMonica @Fahrihamzah @PKSejahtera Dua kata lucu caleg golput ,@Davin_123456 @NenkMonica @Fahrihamzah @PKSejahtera Dua kata lucu caleg golput ,@davin_123456 @nenkmonica @fahrihamzah @pksejahtera dua kata lucu caleg golput ,dua kata lucu caleg golput,"['dua', 'kata', 'lucu', 'caleg', 'golput']","['dua', 'kata', 'lucu', 'caleg', 'golput']","['dua', 'kata', 'lucu', 'caleg', 'golput']","['kata', 'lucu', 'caleg', 'golput']",0.0,netral
